"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"TMEM63A"	1.2165410445258e-106	0.658368309565911	0.501	0.231	2.8881900938087e-102	"Epithelial_cells"	"TMEM63A"
"OTUD7B"	2.63537645113302e-106	0.724881208901443	0.584	0.291	6.2566472326349e-102	"Epithelial_cells"	"OTUD7B"
"SEPTIN9"	4.31521985426931e-106	0.772038702621731	0.713	0.478	1.02447634560208e-101	"Epithelial_cells"	"SEPTIN9"
"ITPR1"	7.19003968801803e-106	1.01251359801339	0.639	0.441	1.70698732233236e-101	"Epithelial_cells"	"ITPR1"
"ALCAM"	1.0535573157149e-103	1.0534739185074	0.722	0.342	2.50125042323875e-99	"Epithelial_cells"	"ALCAM"
"XYLT1"	3.90822673510772e-103	-0.938135156498859	0.181	0.51	9.27852109181923e-99	"Epithelial_cells"	"XYLT1"
"CTBP2"	1.35137302512459e-102	0.789768281478817	0.775	0.539	3.20829469894829e-98	"Epithelial_cells"	"CTBP2"
"GSE1"	1.86365537952777e-101	0.973983113529136	0.796	0.543	4.42450423653688e-97	"Epithelial_cells"	"GSE1"
"MAP3K1"	1.24537187824946e-100	0.858857248632412	0.613	0.338	2.95663737615205e-96	"Epithelial_cells"	"MAP3K1"
"RAPGEF1"	4.78119407912551e-99	-0.827262188449652	0.367	0.589	1.13510328632519e-94	"Epithelial_cells"	"RAPGEF1"
"NEK11"	7.22070058622067e-99	0.647802212088232	0.518	0.204	1.71426652617465e-94	"Epithelial_cells"	"NEK11"
"ARHGAP21"	1.37308241949342e-98	-0.747490597744391	0.317	0.589	3.25983497211933e-94	"Epithelial_cells"	"ARHGAP21"
"KAT6B"	1.47912780904255e-98	0.728168194278299	0.737	0.521	3.51159733144792e-94	"Epithelial_cells"	"KAT6B"
"ELOVL5"	1.54980339581224e-98	0.921654835820239	0.573	0.338	3.67938824199784e-94	"Epithelial_cells"	"ELOVL5"
"SH3BGRL"	2.15492322489765e-98	0.760086103266205	0.594	0.446	5.1160032282295e-94	"Epithelial_cells"	"SH3BGRL"
"RASAL2"	5.50159104279534e-98	-1.04481413294999	0.513	0.739	1.30613272947004e-93	"Epithelial_cells"	"RASAL2"
"KIAA0556"	6.13087434257003e-98	0.632476354221334	0.537	0.273	1.45553087766955e-93	"Epithelial_cells"	"KIAA0556"
"SPOPL"	1.62001307423326e-97	0.654492518682869	0.538	0.292	3.84607303953718e-93	"Epithelial_cells"	"SPOPL"
"FOXP1"	3.71420106617632e-94	0.695688121900264	0.955	0.898	8.81788475120921e-90	"Epithelial_cells"	"FOXP1"
"PCAT1"	4.78046217073188e-93	0.82061064614285	0.521	0.162	1.13492952395346e-88	"Epithelial_cells"	"PCAT1"
"PLXDC2"	7.39613815390875e-92	-1.32029355511365	0.448	0.814	1.75591715911948e-87	"Epithelial_cells"	"PLXDC2"
"MGP"	1.12402638978969e-91	1.09963039377007	0.562	0.402	2.6685510519997e-87	"Epithelial_cells"	"MGP"
"WWOX"	9.57446881767545e-91	1.07669629588582	0.82	0.793	2.27307464200433e-86	"Epithelial_cells"	"WWOX"
"EHMT1"	5.78216740091373e-90	0.653311574970856	0.763	0.662	1.37274436265093e-85	"Epithelial_cells"	"EHMT1"
"AKAP8L"	1.60614438769821e-88	0.574440055944658	0.562	0.349	3.81314739083432e-84	"Epithelial_cells"	"AKAP8L"
"LIMS1"	4.66689303118892e-88	-0.803102136808355	0.428	0.67	1.10796707453456e-83	"Epithelial_cells"	"LIMS1"
"SMYD3"	2.00945202573465e-87	0.788186358355679	0.82	0.804	4.77064005429664e-83	"Epithelial_cells"	"SMYD3"
"C11orf49"	2.0785579827119e-87	0.698136265563356	0.651	0.406	4.93470450675632e-83	"Epithelial_cells"	"C11orf49"
"VWA8"	2.29281041388704e-87	0.682716573755767	0.686	0.486	5.44336120360922e-83	"Epithelial_cells"	"VWA8"
"NFIC"	4.51620335368996e-87	0.611696315041461	0.745	0.555	1.07219183819953e-82	"Epithelial_cells"	"NFIC"
"SMIM14"	2.50022611040714e-86	0.671580800766571	0.605	0.353	5.93578680871758e-82	"Epithelial_cells"	"SMIM14"
"ERGIC1"	3.10153073817408e-86	0.64565468502037	0.596	0.398	7.36334412549908e-82	"Epithelial_cells"	"ERGIC1"
"NVL"	1.70028068289892e-85	0.637671241984849	0.532	0.316	4.03663636927032e-81	"Epithelial_cells"	"NVL"
"KIAA0319L"	7.91898896773428e-84	0.55947881481737	0.691	0.492	1.8800471708298e-79	"Epithelial_cells"	"KIAA0319L"
"SLC22A23"	1.31807317955145e-83	0.806469018112113	0.549	0.237	3.1292375355731e-79	"Epithelial_cells"	"SLC22A23"
"MED13L"	6.48867125559802e-83	0.764769016721759	0.912	0.886	1.54047544279153e-78	"Epithelial_cells"	"MED13L"
"TC2N"	9.31619014173703e-83	0.647898508101856	0.509	0.156	2.21175670154979e-78	"Epithelial_cells"	"TC2N"
"SRPK2"	2.02147819357369e-82	0.645460979982697	0.822	0.723	4.79919137936329e-78	"Epithelial_cells"	"SRPK2"
"BCL2"	4.53002669486743e-82	1.00120626315929	0.8	0.501	1.07547363762848e-77	"Epithelial_cells"	"BCL2"
"CAMK1D"	4.794382706346e-82	-0.905292395740067	0.335	0.627	1.1382343983136e-77	"Epithelial_cells"	"CAMK1D"
"NSD3"	1.6059386292416e-81	0.628077987462577	0.654	0.542	3.81265889968247e-77	"Epithelial_cells"	"NSD3"
"RSU1"	1.73302885170881e-81	-0.624805278322029	0.241	0.519	4.11438379684188e-77	"Epithelial_cells"	"RSU1"
"EMP2"	2.36551754505875e-81	0.639091149064283	0.507	0.239	5.61597520372398e-77	"Epithelial_cells"	"EMP2"
"SRRM2"	3.93494572856857e-81	0.589763006049037	0.704	0.546	9.34195465419465e-77	"Epithelial_cells"	"SRRM2"
"LONP2"	5.42427700770152e-81	0.575638161789368	0.668	0.504	1.28777760439842e-76	"Epithelial_cells"	"LONP2"
"PIP5K1A"	1.05623812209187e-80	0.611708683117881	0.664	0.521	2.5076149256583e-76	"Epithelial_cells"	"PIP5K1A"
"NR3C1"	1.77688520443204e-80	-0.667091060368538	0.281	0.597	4.21850316384211e-76	"Epithelial_cells"	"NR3C1"
"FNDC3B"	3.19375342852092e-80	-0.833085753451876	0.776	0.865	7.58229001465151e-76	"Epithelial_cells"	"FNDC3B"
"SFMBT2"	4.04234650236299e-80	-0.89423348544404	0.253	0.512	9.59693483125998e-76	"Epithelial_cells"	"SFMBT2"
"PRKG1"	4.62691211768695e-80	-1.41804587714453	0.431	0.573	1.09847520586006e-75	"Epithelial_cells"	"PRKG1"
"MYO5A"	6.36050196507354e-80	-0.744435840963986	0.293	0.542	1.51004677152811e-75	"Epithelial_cells"	"MYO5A"
"BAIAP2L1"	1.08772549559165e-79	0.560976705930459	0.507	0.26	2.58236909908414e-75	"Epithelial_cells"	"BAIAP2L1"
"MAP3K13"	2.44688058977813e-79	0.617854004994773	0.526	0.229	5.80913920819227e-75	"Epithelial_cells"	"MAP3K13"
"DUSP16"	3.16382708841879e-79	0.64334908185208	0.501	0.262	7.51124189061504e-75	"Epithelial_cells"	"DUSP16"
"DANT2"	1.99089006017514e-78	0.718519976071902	0.529	0.276	4.72657209186181e-74	"Epithelial_cells"	"DANT2"
"CHD6"	2.12248229877095e-78	0.578778564750281	0.673	0.485	5.03898522551212e-74	"Epithelial_cells"	"CHD6"
"NUMA1"	1.87340103548029e-77	0.553154027999974	0.549	0.33	4.44764139833376e-73	"Epithelial_cells"	"NUMA1"
"RUNX1"	2.23316164841775e-77	-1.01759707093366	0.674	0.734	5.30174906950858e-73	"Epithelial_cells"	"RUNX1"
"ASH1L"	2.16414957136901e-76	0.578526369308617	0.878	0.821	5.13790749738716e-72	"Epithelial_cells"	"ASH1L"
"MTA3"	5.03537984875229e-76	0.582919715481968	0.601	0.391	1.19544952989228e-71	"Epithelial_cells"	"MTA3"
"ASAP1"	6.29729026994614e-76	-0.823750565390115	0.65	0.841	1.49503968298791e-71	"Epithelial_cells"	"ASAP1"
"ITSN1"	1.03007422678065e-75	-0.810459487093049	0.382	0.555	2.44549922179995e-71	"Epithelial_cells"	"ITSN1"
"LRIG1"	1.85134633641596e-75	0.695539043798252	0.575	0.314	4.39528133728514e-71	"Epithelial_cells"	"LRIG1"
"DCAF10"	2.83335213974245e-74	0.591295093464224	0.547	0.427	6.72666131496256e-70	"Epithelial_cells"	"DCAF10"
"CADPS2"	2.55262266809253e-73	0.863513022718951	0.711	0.462	6.06018147631848e-69	"Epithelial_cells"	"CADPS2"
"ENOSF1"	4.35679445820261e-73	0.524625080126859	0.623	0.391	1.03434657232188e-68	"Epithelial_cells"	"ENOSF1"
"NFIX"	7.35026710863331e-73	0.660346928624757	0.5	0.261	1.74502691426063e-68	"Epithelial_cells"	"NFIX"
"PDXDC1"	1.00346227168642e-72	0.528831239887676	0.771	0.615	2.38231977921074e-68	"Epithelial_cells"	"PDXDC1"
"LINC00894"	1.50941439196536e-72	0.586063133960959	0.505	0.27	3.58350070796495e-68	"Epithelial_cells"	"LINC00894"
"ABR"	9.14433077502334e-71	-0.745233964020568	0.371	0.539	2.17095556929829e-66	"Epithelial_cells"	"ABR"
"KIAA1217"	2.39412498366156e-70	0.866715344885902	0.885	0.583	5.6838921237109e-66	"Epithelial_cells"	"KIAA1217"
"NSMCE2"	1.94289584278087e-69	0.597299155460364	0.809	0.699	4.61262902034606e-65	"Epithelial_cells"	"NSMCE2"
"TULP4"	2.22550490883684e-69	0.62583580803072	0.721	0.544	5.28357120406955e-65	"Epithelial_cells"	"TULP4"
"IMMP2L"	5.65109191791639e-69	0.811654661351301	0.83	0.739	1.34162573223253e-64	"Epithelial_cells"	"IMMP2L"
"TTC28"	6.00689642291798e-69	-0.824855693486577	0.506	0.684	1.42609727976496e-64	"Epithelial_cells"	"TTC28"
"GAB2"	8.46644265438746e-69	-0.739764882082222	0.251	0.5	2.01001815057813e-64	"Epithelial_cells"	"GAB2"
"ATP8B1"	3.05355118589731e-68	0.663117257570319	0.664	0.362	7.24943587043881e-64	"Epithelial_cells"	"ATP8B1"
"STK39"	3.68730884396643e-68	0.636174418346185	0.562	0.404	8.75403992646069e-64	"Epithelial_cells"	"STK39"
"ARFGEF2"	5.15088343051569e-68	0.5915992965994	0.647	0.458	1.22287123523873e-63	"Epithelial_cells"	"ARFGEF2"
"EML4"	1.13841724530978e-67	-0.59818758755151	0.342	0.577	2.70271638208996e-63	"Epithelial_cells"	"EML4"
"ACBD6"	7.1798043122108e-67	0.56211869464437	0.655	0.479	1.70455734176197e-62	"Epithelial_cells"	"ACBD6"
"SAMD4A"	1.11373636538815e-66	-1.03646911197426	0.251	0.548	2.64412150506802e-62	"Epithelial_cells"	"SAMD4A"
"WSB1"	1.55368814106488e-66	-0.60540760925336	0.546	0.753	3.68861101570214e-62	"Epithelial_cells"	"WSB1"
"TNRC18"	3.16648278000098e-66	0.551871548541817	0.72	0.579	7.51754676800033e-62	"Epithelial_cells"	"TNRC18"
"NSD2"	3.2880501920345e-66	0.584963505565797	0.554	0.314	7.80615996090911e-62	"Epithelial_cells"	"NSD2"
"FUT8"	2.18727920976873e-65	0.636417065329647	0.719	0.557	5.19281957191193e-61	"Epithelial_cells"	"FUT8"
"MAN1A1"	2.69956099536057e-65	-0.758357511777786	0.206	0.516	6.40902775908554e-61	"Epithelial_cells"	"MAN1A1"
"ITPR2"	4.23975594124831e-65	0.722530690395887	0.769	0.648	1.00656045801176e-60	"Epithelial_cells"	"ITPR2"
"MT-CYB"	1.08922609255086e-64	1.01518316574672	0.524	0.38	2.58593166632499e-60	"Epithelial_cells"	"MT-CYB"
"AKAP13"	2.20867198012077e-64	-0.647902197952022	0.703	0.868	5.24360814800472e-60	"Epithelial_cells"	"AKAP13"
"ECHDC2"	1.29273942254755e-63	0.539442643310137	0.619	0.359	3.06909266307014e-59	"Epithelial_cells"	"ECHDC2"
"ULK4"	1.35537551443192e-62	0.541168424274704	0.625	0.423	3.21779700881281e-58	"Epithelial_cells"	"ULK4"
"KIAA1671"	2.31704381420843e-62	0.580864729951548	0.564	0.195	5.50089371931224e-58	"Epithelial_cells"	"KIAA1671"
"KDM5B"	2.35777735003999e-62	0.56761243004786	0.573	0.355	5.59759920672994e-58	"Epithelial_cells"	"KDM5B"
"TFDP2"	5.72258606003622e-62	0.560942554279031	0.583	0.344	1.3585991565132e-57	"Epithelial_cells"	"TFDP2"
"ST5"	7.9123232330081e-62	-0.714497941982617	0.306	0.5	1.87846465874845e-57	"Epithelial_cells"	"ST5"
"BTRC"	1.46305299182671e-61	0.608988829250971	0.652	0.48	3.4734341078958e-57	"Epithelial_cells"	"BTRC"
"PICALM"	1.82963406908253e-61	-0.66294832537475	0.589	0.776	4.34373424340883e-57	"Epithelial_cells"	"PICALM"
"POGZ"	5.26457510090456e-61	0.501089815683436	0.715	0.585	1.24986277470575e-56	"Epithelial_cells"	"POGZ"
"FARP1"	6.90925497356106e-61	0.690476886214913	0.723	0.532	1.64032622327313e-56	"Epithelial_cells"	"FARP1"
"ATM"	7.3424590880769e-61	-0.536517905671986	0.374	0.582	1.74317321210034e-56	"Epithelial_cells"	"ATM"
"OLA1"	1.2518191733316e-60	0.503976132915547	0.574	0.355	2.97194389940654e-56	"Epithelial_cells"	"OLA1"
"KLF12"	1.86781894157043e-60	-0.662715000816937	0.29	0.501	4.43438894918236e-56	"Epithelial_cells"	"KLF12"
"CENPP"	2.59335323963044e-60	0.797654227150147	0.543	0.428	6.15687992620662e-56	"Epithelial_cells"	"CENPP"
"SLMAP"	4.20785606938291e-59	0.518494129240141	0.666	0.526	9.98987109432197e-55	"Epithelial_cells"	"SLMAP"
"GTF2I"	4.99047231343002e-59	0.526745981706347	0.798	0.664	1.18478803193142e-54	"Epithelial_cells"	"GTF2I"
"ADCY9"	1.64642061268195e-58	0.599776604901755	0.519	0.278	3.90876717656821e-54	"Epithelial_cells"	"ADCY9"
"TTC39C"	2.09453117602373e-58	0.605627964802836	0.542	0.302	4.97262646499794e-54	"Epithelial_cells"	"TTC39C"
"TBC1D16"	8.45358458197154e-58	0.520328753519039	0.544	0.333	2.00696551560586e-53	"Epithelial_cells"	"TBC1D16"
"SCMH1"	8.98898757434405e-58	0.581884221488461	0.721	0.569	2.13407554002502e-53	"Epithelial_cells"	"SCMH1"
"JAZF1"	9.76808662219527e-58	-0.625122559121916	0.345	0.579	2.31904144497538e-53	"Epithelial_cells"	"JAZF1"
"PRKN"	3.78465201737036e-57	-0.697301489118445	0.354	0.579	8.98514235443898e-53	"Epithelial_cells"	"PRKN"
"UBE2H"	6.12446577472828e-57	0.556080446726956	0.728	0.598	1.45400941957824e-52	"Epithelial_cells"	"UBE2H"
"PALLD"	7.33304721428621e-57	-0.954939719571668	0.526	0.569	1.74093873914369e-52	"Epithelial_cells"	"PALLD"
"ARHGAP32"	7.40002324296175e-57	0.56670106146266	0.687	0.445	1.75683951811155e-52	"Epithelial_cells"	"ARHGAP32"
"KIF13B"	1.25782313407686e-56	0.549869109991482	0.543	0.356	2.98619790261187e-52	"Epithelial_cells"	"KIF13B"
"DOCK10"	2.75482441647105e-56	-0.859413655098294	0.253	0.559	6.54022864714393e-52	"Epithelial_cells"	"DOCK10"
"MT-CO2"	1.95158174059638e-55	1.09856177603847	0.652	0.526	4.63325021034987e-51	"Epithelial_cells"	"MT-CO2"
"ZNF652"	2.23117022923513e-55	0.503187665597476	0.582	0.435	5.29702124122711e-51	"Epithelial_cells"	"ZNF652"
"ADK"	2.75257065721456e-55	0.54359232873001	0.812	0.665	6.53487799729308e-51	"Epithelial_cells"	"ADK"
"PPFIBP1"	2.98372791585432e-55	-0.716402282638616	0.502	0.563	7.08366844502973e-51	"Epithelial_cells"	"PPFIBP1"
"FTH1"	9.29824930040602e-55	0.719941376469649	0.601	0.441	2.20749736640939e-50	"Epithelial_cells"	"FTH1"
"TNS3"	4.31515956114182e-54	-0.720580968606684	0.477	0.625	1.02446203141068e-49	"Epithelial_cells"	"TNS3"
"MT-CO1"	5.9215435251663e-53	1.00681007813083	0.653	0.523	1.40583364830973e-48	"Epithelial_cells"	"MT-CO1"
"SLC39A11"	1.09870796803367e-52	0.568647101503978	0.702	0.586	2.60844258690873e-48	"Epithelial_cells"	"SLC39A11"
"FRS2"	1.81361348654001e-52	0.597993466932661	0.57	0.493	4.30569977839463e-48	"Epithelial_cells"	"FRS2"
"UTRN"	2.00426898823516e-52	-0.670584700943181	0.651	0.848	4.75833500496908e-48	"Epithelial_cells"	"UTRN"
"CBLB"	1.76939346821373e-51	-0.633435495838575	0.519	0.667	4.20071703288622e-47	"Epithelial_cells"	"CBLB"
"GRIP1"	2.62764055824483e-51	0.791416796885499	0.593	0.317	6.23828144932906e-47	"Epithelial_cells"	"GRIP1"
"ITGAV"	5.20726789596379e-50	-0.530456490517173	0.398	0.559	1.23625747118076e-45	"Epithelial_cells"	"ITGAV"
"TBC1D8"	1.4360328778983e-49	0.603279150181001	0.543	0.273	3.40928565541834e-45	"Epithelial_cells"	"TBC1D8"
"MAGI1"	1.50495672648453e-49	0.766087322332878	0.902	0.508	3.57291776434693e-45	"Epithelial_cells"	"MAGI1"
"PHF20"	2.07332104158388e-49	0.510011979564359	0.64	0.512	4.92227148482429e-45	"Epithelial_cells"	"PHF20"
"SPRED2"	1.91425346388846e-48	0.508966452365287	0.562	0.362	4.5446291486176e-44	"Epithelial_cells"	"SPRED2"
"MYO9B"	2.79270604688621e-48	-0.642714575943013	0.459	0.627	6.63016342591256e-44	"Epithelial_cells"	"MYO9B"
"RPL41"	3.04356233945387e-48	0.6449530428843	0.538	0.391	7.22572135009744e-44	"Epithelial_cells"	"RPL41"
"NEAT1"	1.14136388891076e-47	0.527059325714008	0.954	0.964	2.70971200866303e-43	"Epithelial_cells"	"NEAT1"
"PDCD4"	2.38448594338503e-47	0.532011465521025	0.505	0.388	5.6610080781904e-43	"Epithelial_cells"	"PDCD4"
"PPP3CA"	4.97274879413333e-47	0.710774766343274	0.698	0.721	1.18058029121519e-42	"Epithelial_cells"	"PPP3CA"
"MT-ATP6"	9.88749335783459e-47	0.955910365298795	0.566	0.431	2.34738979808351e-42	"Epithelial_cells"	"MT-ATP6"
"CEP170"	3.18067626815737e-46	-0.557797888281073	0.3	0.539	7.55124352823242e-42	"Epithelial_cells"	"CEP170"
"PCNX1"	5.4996404427409e-46	-0.524042787438405	0.385	0.597	1.30566963751112e-41	"Epithelial_cells"	"PCNX1"
"CPQ"	9.82910689451891e-46	-0.593140263572472	0.307	0.564	2.33352826782774e-41	"Epithelial_cells"	"CPQ"
"PTPRK"	3.15575928520693e-45	0.758574823329116	0.695	0.517	7.49208811900977e-41	"Epithelial_cells"	"PTPRK"
"RNF213"	1.31972842434044e-44	0.553388542232728	0.702	0.682	3.13316725222664e-40	"Epithelial_cells"	"RNF213"
"FNBP1L"	1.3423261409928e-44	0.530953160548608	0.572	0.311	3.186816491331e-40	"Epithelial_cells"	"FNBP1L"
"ARHGEF3"	4.48103109401019e-44	0.540926976219888	0.695	0.489	1.06384159202896e-39	"Epithelial_cells"	"ARHGEF3"
"PKP4"	1.32452811868141e-43	0.639367772690876	0.746	0.435	3.14456220656153e-39	"Epithelial_cells"	"PKP4"
"HLCS"	1.42392504919628e-43	0.524832129694326	0.586	0.383	3.38054045929689e-39	"Epithelial_cells"	"HLCS"
"SVIL"	1.14927438314101e-42	-0.646765881481362	0.507	0.585	2.72849231301507e-38	"Epithelial_cells"	"SVIL"
"LRMDA"	1.15236076126973e-42	-0.960389697442204	0.507	0.66	2.73581968333046e-38	"Epithelial_cells"	"LRMDA"
"EHBP1"	1.65344653834376e-42	-0.596434462416145	0.525	0.613	3.92544742668192e-38	"Epithelial_cells"	"EHBP1"
"PAM"	6.49658396727445e-42	-0.52297395446243	0.355	0.597	1.54235399967063e-37	"Epithelial_cells"	"PAM"
"MYO1D"	5.24656995596709e-41	-0.59966503882516	0.587	0.69	1.24558817324615e-36	"Epithelial_cells"	"MYO1D"
"KCNMA1"	2.46567518486036e-40	0.816758228227416	0.677	0.377	5.85375945637697e-36	"Epithelial_cells"	"KCNMA1"
"SEMA3C"	2.48510783700882e-40	0.714616824181034	0.624	0.353	5.89989451584264e-36	"Epithelial_cells"	"SEMA3C"
"TRERF1"	3.63758165978385e-40	0.50321549795279	0.549	0.371	8.63598261849283e-36	"Epithelial_cells"	"TRERF1"
"MIR4435-2HG"	5.57520327206436e-40	-0.60975611980098	0.556	0.61	1.3236090088208e-35	"Epithelial_cells"	"MIR4435-2HG"
"ARHGAP29"	1.0692680961077e-39	0.532421167491786	0.527	0.226	2.53854938696929e-35	"Epithelial_cells"	"ARHGAP29"
"SNX29"	2.99787107289122e-39	-0.539398226771283	0.577	0.732	7.11724571415106e-35	"Epithelial_cells"	"SNX29"
"FHIT"	3.10396506768477e-38	0.610706881566006	0.733	0.584	7.36912346719041e-34	"Epithelial_cells"	"FHIT"
"FNBP1"	2.81859997727727e-36	-0.517618965404515	0.428	0.631	6.69163820605398e-32	"Epithelial_cells"	"FNBP1"
"NAV3"	3.63970610659453e-36	-0.846320743888459	0.483	0.572	8.64102626766607e-32	"Epithelial_cells"	"NAV3"
"BACH1"	4.36276690886602e-36	-0.522816033533639	0.287	0.569	1.03576449183388e-31	"Epithelial_cells"	"BACH1"
"HIPK2"	6.90317320834096e-36	0.534564155523703	0.583	0.431	1.63888235139223e-31	"Epithelial_cells"	"HIPK2"
"ARL15"	8.53709817968452e-36	-0.807011108031944	0.588	0.776	2.0267924788389e-31	"Epithelial_cells"	"ARL15"
"TMTC2"	2.72131538224058e-35	0.505470119867626	0.616	0.361	6.46067484897735e-31	"Epithelial_cells"	"TMTC2"
"ARHGAP26"	8.10589552551202e-34	-0.58623529117064	0.335	0.521	1.92442065671181e-29	"Epithelial_cells"	"ARHGAP26"
"NAV1"	7.94359822458469e-33	-0.534732152220339	0.374	0.522	1.88588965449865e-28	"Epithelial_cells"	"NAV1"
"PTPRM"	6.34257216831124e-32	-0.717719404391256	0.505	0.716	1.50579005847877e-27	"Epithelial_cells"	"PTPRM"
"ANKH"	1.3131764351312e-30	-0.525153720738705	0.295	0.502	3.11761217464497e-26	"Epithelial_cells"	"ANKH"
"ATG7"	4.22233201552912e-26	-0.528825619656716	0.652	0.701	1.00242384380677e-21	"Epithelial_cells"	"ATG7"
"AUTS2"	1.06812281837521e-24	0.52703727037276	0.827	0.707	2.53583038310458e-20	"Epithelial_cells"	"AUTS2"
"FBXL7"	1.16289225752657e-24	0.617077680704766	0.698	0.669	2.76082250859384e-20	"Epithelial_cells"	"FBXL7"
"MT-ND3"	2.42784091911439e-24	0.688485397984418	0.53	0.404	5.76393712606947e-20	"Epithelial_cells"	"MT-ND3"
"CACNA1C"	8.54551890606414e-23	-0.61361989837973	0.475	0.535	2.02879164348869e-18	"Epithelial_cells"	"CACNA1C"
"MACROD2"	7.79779183904504e-21	0.550385807547731	0.578	0.336	1.85127376050768e-16	"Epithelial_cells"	"MACROD2"
"RORA"	3.55647811495605e-17	0.533701955293151	0.921	0.733	8.44343469271717e-13	"Epithelial_cells"	"RORA"
"COL1A2.1"	0	3.31205164668681	0.811	0.375	0	"Mesenchymal_cells"	"COL1A2"
"COL1A1.1"	0	3.13743634075811	0.797	0.436	0	"Mesenchymal_cells"	"COL1A1"
"GPC6"	0	3.00456458005924	0.585	0.092	0	"Mesenchymal_cells"	"GPC6"
"MIR99AHG.1"	0	2.99921471242882	0.78	0.142	0	"Mesenchymal_cells"	"MIR99AHG"
"COL3A1.1"	0	2.99372085459502	0.793	0.33	0	"Mesenchymal_cells"	"COL3A1"
"BNC2.1"	0	2.93060951874368	0.819	0.131	0	"Mesenchymal_cells"	"BNC2"
"COL6A3.1"	0	2.88852208705907	0.731	0.11	0	"Mesenchymal_cells"	"COL6A3"
"CALD1.1"	0	2.87581776690979	0.906	0.191	0	"Mesenchymal_cells"	"CALD1"
"COL5A2.1"	0	2.86954873702613	0.793	0.164	0	"Mesenchymal_cells"	"COL5A2"
"FN1.1"	0	2.85665874311982	0.747	0.382	0	"Mesenchymal_cells"	"FN1"
"ADAM12.1"	0	2.82714237322043	0.685	0.145	0	"Mesenchymal_cells"	"ADAM12"
"EBF1.1"	0	2.81259947626194	0.736	0.053	0	"Mesenchymal_cells"	"EBF1"
"POSTN"	0	2.68835587318657	0.6	0.174	0	"Mesenchymal_cells"	"POSTN"
"LAMA2"	0	2.64047069322843	0.608	0.063	0	"Mesenchymal_cells"	"LAMA2"
"DLC1.1"	0	2.60512804934182	0.829	0.088	0	"Mesenchymal_cells"	"DLC1"
"LDB2"	0	2.58072260728666	0.707	0.054	0	"Mesenchymal_cells"	"LDB2"
"ZEB1.1"	0	2.57271884718679	0.873	0.126	0	"Mesenchymal_cells"	"ZEB1"
"VCAN.1"	0	2.53473246945819	0.689	0.117	0	"Mesenchymal_cells"	"VCAN"
"BICC1"	0	2.49377418345838	0.691	0.072	0	"Mesenchymal_cells"	"BICC1"
"ZFPM2.1"	0	2.48106934399671	0.855	0.116	0	"Mesenchymal_cells"	"ZFPM2"
"CDH11"	0	2.44281555071782	0.683	0.081	0	"Mesenchymal_cells"	"CDH11"
"PRICKLE1"	0	2.41346279917586	0.639	0.073	0	"Mesenchymal_cells"	"PRICKLE1"
"TCF4.1"	0	2.37637857744934	0.878	0.151	0	"Mesenchymal_cells"	"TCF4"
"TSHZ2.1"	0	2.29847435235204	0.794	0.185	0	"Mesenchymal_cells"	"TSHZ2"
"COL8A1"	0	2.29561895784494	0.554	0.056	0	"Mesenchymal_cells"	"COL8A1"
"IGFBP7.1"	0	2.24568468648451	0.699	0.1	0	"Mesenchymal_cells"	"IGFBP7"
"FBN1.1"	0	2.24228066845754	0.756	0.077	0	"Mesenchymal_cells"	"FBN1"
"PRRX1"	0	2.20547865829016	0.67	0.048	0	"Mesenchymal_cells"	"PRRX1"
"HMCN1"	0	2.14057745229534	0.614	0.045	0	"Mesenchymal_cells"	"HMCN1"
"SPARC.1"	0	2.06451937992255	0.745	0.225	0	"Mesenchymal_cells"	"SPARC"
"PTPRG.1"	0	2.02436901331291	0.886	0.388	0	"Mesenchymal_cells"	"PTPRG"
"COL5A1"	0	2.00975307922527	0.673	0.103	0	"Mesenchymal_cells"	"COL5A1"
"COL6A2.1"	0	1.91433553967655	0.699	0.121	0	"Mesenchymal_cells"	"COL6A2"
"ZNF521.1"	0	1.90973428541439	0.736	0.074	0	"Mesenchymal_cells"	"ZNF521"
"CHSY3"	0	1.8917631805433	0.647	0.074	0	"Mesenchymal_cells"	"CHSY3"
"FAP"	0	1.86892108380279	0.632	0.05	0	"Mesenchymal_cells"	"FAP"
"SUGCT"	0	1.83732012772525	0.584	0.077	0	"Mesenchymal_cells"	"SUGCT"
"DCN"	0	1.83460240392993	0.604	0.108	0	"Mesenchymal_cells"	"DCN"
"LHFPL6"	0	1.83109373178556	0.644	0.077	0	"Mesenchymal_cells"	"LHFPL6"
"NXN"	0	1.78861980338453	0.697	0.099	0	"Mesenchymal_cells"	"NXN"
"LAMB1"	0	1.78657638277478	0.708	0.068	0	"Mesenchymal_cells"	"LAMB1"
"SH3PXD2B.1"	0	1.67127972088237	0.688	0.208	0	"Mesenchymal_cells"	"SH3PXD2B"
"HSPG2"	0	1.54364823570666	0.671	0.158	0	"Mesenchymal_cells"	"HSPG2"
"XBP1.1"	0	-1.51887551401046	0.272	0.712	0	"Mesenchymal_cells"	"XBP1"
"SHROOM3.1"	0	-1.60688462808753	0.147	0.683	0	"Mesenchymal_cells"	"SHROOM3"
"GRHL2.1"	0	-1.63832243536537	0.077	0.679	0	"Mesenchymal_cells"	"GRHL2"
